"id","titulo","fecha","hora","resumen","contenido","categoria","autor","tags","url","fecha_extraccion","imagenes","fuente","created_at"
"1131","Congreso gasta S/ 5.7 millones en viáticos para comisionados incluso para actividades por Zoom","2025-09-29 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/congreso-gasta-s-5-7-millones-en-viaticos-para-comisionados-incluso-para-actividades-por-zoom/#viáticos-sin-salir-del-centro-de-lima","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Lucinda-Vazquez-Rosangella-Barbaran-CARM.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.750770"
"1130","Alcalde de Azángaro sigue generando cuestionamientos, esta vez por contratar a funcionarios que no cumplen perfil","2023-08-12 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/alcalde-de-azangaro-sigue-generando-cuestionamientos-esta-vez-por-contratar-a-funcionarios-que-no-cumplen-perfil/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/contactenos-web.avif","pachamama","2025-10-13 15:22:29.749418"
"1129","Nuevo embarcadero de Puno con una inversión de 22 millones impulsará turismo en el Titicaca","2025-05-08 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/nuevo-embarcadero-de-puno-con-una-inversion-de-22-millones-impulsara-turismo-en-el-titicaca/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/Nuevo-embarcadero-de-Puno-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.748056"
"1128","Internacional: Donald Trump da tres o cuatro días a Hamás para aceptar plan de paz","2025-09-30 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/internacional-donald-trump-da-tres-o-cuatro-dias-a-hamas-para-aceptar-plan-de-paz/#propuesta-estadounidense","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/04/Donald-Trump-CPR.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.746676"
"1127","Advierten contaminación en cultivos y viviendas por relaves mineros tras desborde del Río Coata","2025-03-10 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/advierten-contaminacion-en-cultivos-y-viviendas-por-relaves-mineros-tras-desborde-del-rio-coata/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/03/desborde-del-Rio-Coata-CPR.jpg; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.745292"
"1126","Víctor Cubas: Reformas legislativas amenazan la lucha contra el crimen organizado","2024-12-03 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/reformas-legislativas-amenazan-lucha-contra-crimen-organizado/#demanda-de-recursos-y-consenso","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/https://imag.pachamamaradio.org/images/2024/12/03/Victor-Cubas-Reformas-legislativas-CARM.webp; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.743672"
"1125","Congreso gasta S/ 5.7 millones en viáticos para comisionados incluso para actividades por Zoom","2025-09-29 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/congreso-gasta-s-5-7-millones-en-viaticos-para-comisionados-incluso-para-actividades-por-zoom/#presupuesto-congresal-se-multiplicó-siete-veces","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Lucinda-Vazquez-Rosangella-Barbaran-CARM.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.740827"
"1124","SUTRESS Puno declara huelga indefinida por irregularidades en DIRESA","2025-09-25 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/sutress-puno-declara-huelga-indefinida-por-irregularidades-en-diresa/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Maximo-Charaja-Colque-NVC.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.739326"
"1123","Nacional: Tesis de Patricia Benavides con más de 85% de plagio según Turnitin","2025-10-04 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/nacional-tesis-de-patricia-benavides-con-mas-de-85-de-plagio-segun-turnitin/#respuesta-de-la-exfiscal","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/Alumna-modelo.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.737879"
"1122","Latinoamérica entre Washington y Beijing: una región en el centro de la disputa geopolítica","2025-08-30 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/latinoamerica-entre-washington-y-beijing-una-region-en-el-centro-de-la-disputa-geopolitica/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/06/Jose-F.-Cornejo-CPR.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.736516"
"1121","Universitario lidera torneo con Cusco FC pisándole los talones","2025-09-16 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/universitario-lidera-torneo-con-cusco-fc-pisandole-los-talones/#cusco-fc-emerge-como-única-amenaza-real","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Universitario-de-Deportes-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.735018"
"1120","ONU impulsa reconocimiento del Estado palestino mientras crece asedio en Gaza","2025-09-22 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/onu-impulsa-reconocimiento-del-estado-palestino-mientras-crece-asedio-en-gaza/#crisis-humanitaria-se-agudiza-en-gaza","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Antonio-Guterres-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.733605"
"1119","Arequipa: 200 alpacas mueren por nevadas y bajas temperaturas en Caylloma","2023-05-17 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/arequipa-200-alpacas-mueren-por-nevadas-y-bajas-temperaturas-en-caylloma/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/contactenos-web.avif","pachamama","2025-10-13 15:22:29.732110"
"1118","60 incendios forestales hasta ahora han afectado 1800 hectáreas en la región","2025-09-05 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/60-incendios-forestales-hasta-ahora-han-afectado-1800-hectareas-en-la-region/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/John-Nilton-Ccama-Lipa-NVC.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.730699"
"1117","Melgar: Gestión municipal de Santa Rosa solo invierte la mitad del presupuesto","2025-10-02 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/melgar-gestion-municipal-de-santa-rosa-solo-invierte-la-mitad-del-presupuesto/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/santa-rosa-melgar-2-oct.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.729212"
"1116","Puno: Gerente municipal responde a regidores por transferencia presupuestal a Acora","2025-10-02 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/puno-gerente-municipal-responde-a-regidores-por-transferencia-presupuestal-a-acora/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/RICARDO-ALVAREZ-AUDIO.jpg; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.727711"
"1115","Cultura en Puno: desafíos por la falta de apoyo de autoridades locales","2023-10-13 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/cultura-en-puno-desafios-por-la-falta-de-apoyo-de-autoridades-locales/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/contactenos-web.avif","pachamama","2025-10-13 15:22:29.726304"
"1114","Puno: Regidor denuncia campaña política con fondos públicos en Puno","2025-10-09 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/puno-regidor-denuncia-campana-politica-con-fondos-publicos-en-puno/#proyectos-en-riesgo-por-incertidumbre-política","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/Salvador-Hancco.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.724776"
"1113","Puno: Universidad Nacional del Altiplano adeuda pagos a trabajadores de construcción civil","2025-10-07 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/puno-universidad-nacional-del-altiplano-adeuda-pagos-a-trabajadores-de-construccion-civil/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/Trabajadores-unap.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.723096"
"1112","Estudiante de UNA Puno muere ahogado en playa de Juli por su día","2025-09-26 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/estudiante-de-una-puno-muere-ahogado-en-playa-de-juli-por-su-dia/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/muere-ahogado-en-playa-de-Juli-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.721708"
"1111","Nacional: Tesis de Patricia Benavides con más de 85% de plagio según Turnitin","2025-10-04 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/nacional-tesis-de-patricia-benavides-con-mas-de-85-de-plagio-segun-turnitin/#controversia-sobre-la-presentación-de-las-tesis","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/Alumna-modelo.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.720274"
"1110","Caja Arequipa supera los S/ 10 mil millones en colocaciones y marca un hito histórico en las microfinanzas peruanas","2025-09-06 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/caja-arequipa-supera-los-s-10-mil-millones-en-colocaciones-y-marca-un-hito-historico-en-las-microfinanzas-peruanas/#liderazgo-y-solidez-financiera","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Caja-Arequipa-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/09/Caja-Arequipa-2DF-696x463.jpg","pachamama","2025-10-13 15:22:29.718840"
"1109","Huellas humanas de 23.000 años reescriben la historia de América","2025-06-20 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/huellas-humanas-de-23-000-anos-reescriben-la-historia-de-america/#revolucionando-la-teoría-de-poblamiento-americano","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/06/localidad-2-del-whsa-vista-este-v.t.h.avif; https://imag.pachamamaradio.org/images/2025/06/20/Fig.-2.-Topografia-del-sitio-de-estudio-intervalo-de-curvas-de-nivel-de-1-m-J.B.B.webp","pachamama","2025-10-13 15:22:29.717463"
"1108","Nacional: Congreso aprueba acusación constitucional contra Betssy Chávez por tráfico de influencias","2025-10-01 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/nacional-congreso-aprueba-acusacion-constitucional-contra-betssy-chavez-por-trafico-de-influencias/#defensa-y-controversias","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/BETSY-CHAVEZ-DIFUSION.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.715691"
"1107","Las mejores marcas de relojes que debes conocer","2025-10-04 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/las-mejores-marcas-de-relojes-que-debes-conocer/#estilo-y-diseño","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/relojes-de-marca-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/10/reloj-1-DF.jpg","pachamama","2025-10-13 15:22:29.714047"
"945","Puno: Camión vuelca y poste queda sostenido por cables","2025-08-31 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/puno-camion-vuelca-y-poste-queda-sostenido-por-cables/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/08/Camion-vuelca-y-poste-queda-sostenido-por-cables-ASAM.avif; https://pachamamaradio.org/wp-content/uploads/2025/08/Camion-vuelca-y-poste-queda-sostenido-por-cables-2ASAM.avif","pachamama","2025-10-13 15:22:29.476624"
"946","Alianza Lima lista completa de convocados cuartos Copa Sudamericana ante «U» de Chile","2025-09-17 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/alianza-lima-lista-completa-de-convocados-cuartos-copa-sudamericana-ante-u-de-chile/#plantel-completo-disponible-para-el-técnico-argentino","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Equipo-Alianza-Lima-Copa-Sudamericana-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.477897"
"947","Funcionario de Salud en Puno recibe leve sanción en caso Qali Warma","2025-06-20 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/funcionario-de-salud-en-puno-recibe-leve-sancion-en-caso-qali-warma/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/06/juan-carlos-mendoza-velasquez-ronald-loza-nvc.avif; https://pachamamaradio.org/wp-content/uploads/2025/06/juan-carlos-mendoza-velasquez-nvc.webp","pachamama","2025-10-13 15:22:29.479323"
"948","Puno: Más de un tercio podrá ser senador sin cumplir requisitos","2025-10-06 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/puno-mas-de-un-tercio-podra-ser-senador-sin-cumplir-requisitos/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/congreso-peru-6-oct.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.480837"
"949","Víctor Cubas: Reformas legislativas amenazan la lucha contra el crimen organizado","2024-12-03 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/reformas-legislativas-amenazan-lucha-contra-crimen-organizado/#reformas-que-desestabilizan-la-justicia","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/https://imag.pachamamaradio.org/images/2024/12/03/Victor-Cubas-Reformas-legislativas-CARM.webp; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.482312"
"950","Huellas en Turkana revelan coexistencia de especies humanas hace un millón y medio de años","2024-11-30 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/huellas-en-turkana-revelan-coexistencia-de-especies-humanas-hace-un-millon-y-medio-de-anos/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/https://imag.pachamamaradio.org/images/2024/11/30/huellas-antepasados-convivieron-Neil-T.-Roach.webp; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.483884"
"1081","Huancané anuncia marcha de sacrificio por S/ 78 millones soles en proyectos","2025-09-02 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/huancane-anuncia-marcha-de-sacrificio-por-s-78-millones-soles-en-proyectos/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Teodoro-Ramirez-Sucso-NVC.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.675991"
"951","Tras entregar bono Rentoca a 92 puneños, ministra de Cultura insta a ligados al sector inscribirse para futuros beneficios","2023-03-10 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/tras-entregar-bono-rentoca-a-92-punenos-ministra-de-cultura-insta-a-ligados-al-sector-inscribirse-para-futuros-beneficios/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/contactenos-web.avif","pachamama","2025-10-13 15:22:29.485375"
"952","La Libertad: “Las grandes decisiones se toman al último segundo”, César Acuña sobre su posible postulación a la presidencia","2025-10-01 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/la-libertad-las-grandes-decisiones-se-toman-al-ultimo-segundo-cesar-acuna-sobre-su-posible-postulacion-a-la-presidencia/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/WhatsApp-Image-2025-09-30-at-5.04.35-PM.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.486805"
"953","Universitario lidera Torneo Clausura tras vencer 2-1 a UTC en Trujillo","2025-09-22 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/universitario-lidera-torneo-clausura-tras-vencer-2-1-a-utc-en-trujillo/#tres-partidos-definen-la-jornada-este-lunes","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/09/Universitario-lidera-Torneo-Clausura-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.488088"
"954","Crisis política en Perú: corrupción, desconfianza y llamados a un cambio constitucional","2024-12-23 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/crisis-politica-en-peru-corrupcion-desconfianza-y-llamados-a-un-cambio-constitucional/#el-abogado-santiago-molina-describe-una-grave-crisis-política-en-perú-marcada-por-la-corrupción-la-degradación-del-poder-y-una-profunda-desconfianza-en-las-instituciones-señala-que-tanto-el-congreso-como-el-ejecutivo-enfrentan-bajos-niveles-de-aprobación-mientras-las-decisiones-políticas-agravan-la-situación-del-país","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/https://imag.pachamamaradio.org/images/2023/11/25/Abogado-Santiago-Molina--Pachamama-Radio-IRCS.webp; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.489510"
"955","Pedro Castillo inicia huelga de hambre en protesta por juicio de rebelión que enfrenta","2025-03-10 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/pedro-castillo-inicia-huelga-de-hambre-en-protesta-por-juicio-de-rebelion-que-enfrenta/#expresidente-califica-proceso-como-injusto-mientras-autoridades-fiscales-inician-acciones-de-verificación","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/03/Pedro-Castillo-huelga-de-hambre-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.490955"
"956","SENAMHI: Fuertes lluvias azotan el altiplano puneño","2025-10-01 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/senamhi-fuertes-lluvias-azotan-el-altiplano-puneno/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/LLUVIAS-PUNO-1-OCT-DIFUSION.jpg; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.492445"
"957","Juliaca: Municipalidad interviene mataderos clandestinos mercados San Román","2025-10-03 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/juliaca-municipalidad-interviene-mataderos-clandestinos-mercados-san-roman/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/10/Fermin-Castillo.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.493811"
"958","Cusco en alerta por desabastecimiento de agua","2023-11-24 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/cusco-en-alerta-por-desabastecimiento-de-agua/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/contactenos-web.avif","pachamama","2025-10-13 15:22:29.495270"
"959","Ministerio Público enfrenta al poder en el caso “el cofre” que involucra a Boluarte","2024-12-13 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/ministerio-publico-enfrenta-al-poder-en-el-caso-el-cofre-que-involucra-a-boluarte/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/https://imag.pachamamaradio.org/images/2023/11/04/Abogado-Cristian-Palomino--Pachamama-Radio.webp; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.496582"
"960","Economía de Arequipa muestra signos de recuperación al inicio de 2024","2024-04-08 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/economia-de-arequipa-muestra-signos-de-recuperacion-al-inicio-de-2024/","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/contactenos-web.avif","pachamama","2025-10-13 15:22:29.498018"
"961","​​¿Cómo saber si tienes una tarjeta de crédito no autorizada?","2025-05-06 00:00:00","15:22:29","","","","","","https://pachamamaradio.org/como-saber-si-tienes-una-tarjeta-de-credito-no-autorizada/#las-tarjetas-de-crédito-son-herramientas-financieras-muy-útiles-pero-también-pueden-convertirse-en-un-problema-si-aparecen-cargos-desconocidos-o-si-descubres-que-tienes-una-tarjeta-a-tu-nombre-sin-haberla-solicitado-esto-puede-ser-una-señal-de-fraude-o-un-error-bancario-que-debe-resolverse-de-inmediato","2025-10-13 15:22:29","https://pachamamaradio.org/wp-content/uploads/2025/05/tarjeta-de-credito-no-autorizada-DF.avif; https://pachamamaradio.org/wp-content/uploads/2025/05/anuncie-whatsapp.avif","pachamama","2025-10-13 15:22:29.499730"
