autor,caracteres_contenido,categoria,contenido,created_at,fecha,fecha_extraccion,fuente,id,imagenes,palabras_contenido,resumen,tags,titulo,url
Diario los Andes,201,General,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes. Todos los derechos reservados.",2025-11-09T17:06:45.191712,2025-08-07T00:00:00,2025-11-09T17:06:45.751393,Los Andes,8102,,34,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes",,AREQUIPA: Diario Los Andes 07/08/2025,https://losandes.com.pe/arequipa-diario-los-andes-07-08-2025/?signup
Diario los Andes,201,General,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes. Todos los derechos reservados.",2025-11-09T17:06:45.191712,2025-08-09T00:00:00,2025-11-09T17:06:45.740573,Los Andes,8101,,34,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes",,PUNO: Diario Los Andes 09/08/2025,https://losandes.com.pe/puno-diario-los-andes-09-08-2025/?signup
Diario los Andes,301,General,"Guarda mi nombre, correo electrónico y sitio web en este navegador para la próxima vez que comente. Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes. Todos los derechos reservados.",2025-11-09T17:06:45.191712,2025-10-28T00:00:00,2025-11-09T17:06:45.737597,Los Andes,8100,,51,"Guarda mi nombre, correo electrónico y sitio web en este navegador para la próxima vez que comente",,PUNO: Diario Los Andes 28/10/2025,https://losandes.com.pe/puno-diario-los-andes-28-10-2025/?signup
Diario los Andes,301,General,"Guarda mi nombre, correo electrónico y sitio web en este navegador para la próxima vez que comente. Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes. Todos los derechos reservados.",2025-11-09T17:06:45.191712,2025-11-08T00:00:00,2025-11-09T17:06:45.728750,Los Andes,8099,,51,"Guarda mi nombre, correo electrónico y sitio web en este navegador para la próxima vez que comente",,PUNO: Diario Los Andes 09/11/2025,https://losandes.com.pe/puno-diario-los-andes-09-11-2025/?signup
Diario los Andes,1181,General,"El próximo jueves 22, el Jurado Nacional de Elecciones (JNE) desarrollará en Puno el Foro Referéndum Nacional – 2018, en el que ofrecerá a los ciudadanos, alcances acerca de la razón de esta consulta sobre las reformas constitucionales planteadas por el Ejecutivo, así como las implicancias del voto por el Sí o por el No. Esta acción educativa y de difusión se efectuará en el auditorio del Colegio de Abogados de Puno (Jr. Grau 310), entre las 17:00 y 20:00 horas. Los expositores serán destacados constitucionalistas y especialistas del JNE, quienes propiciarán un dinámico diálogo con los asistentes, apoyados con breves videos ilustrativos. El foro será un espacio para que el ciudadano conozca y propicie la reflexión y debate sobre los temas del referéndum y sus implicancias en la vida de la población peruana, en un contexto de alta desconfianza hacia los políticos. En tanto, Omar Rubio, Coordinador de Acciones Educativas (CAE) de la DNEF para la región, resaltó la importancia del foro para la comunidad, y pidió el apoyo de los medios de comunicación y de las instituciones participantes. Cabe precisar que similares foros se realizarán en las demás regiones del país.",2025-11-09T17:06:45.191712,2018-11-20T00:00:00,2025-11-09T17:06:45.727536,Los Andes,8098,,193,"El próximo jueves 22, el Jurado Nacional de Elecciones (JNE) desarrollará en Puno el Foro Referéndum Nacional – 2018, en el que ofrecerá a los ciudadanos, alcances acerca de la razón de esta consulta sobre las reformas constitucionales planteadas por el Ejecutivo, así como las implicancias del voto por el Sí o por el No. […]",,JNE realizará foro ciudadano sobre referéndum en Puno,https://losandes.com.pe/jne-realizara-foro-ciudadano-sobre-referendum-en-puno/?signup
Diario los Andes,2072,General,"La Contraloría General de la República (CGR) recuerda a las autoridades salientes y entrantes que la fecha para la entrega de los documentos de transferencia ya se están por vencer, por lo que deben utilizar el sistema de Transferencia de Gestión Administrativa de los Gobiernos Regionales y Gobiernos Locales de la CGR, como único medio para presentar el Informe Final, al cual podrán acceder a través del link: https://apps1.contraloria.gob. pe/RRCC/Login/. Asimismo, pone en conocimiento que deberán tramitar su usuario y contraseña a la brevedad posible e iniciar el llenado de los campos del aplicativo informático “Rendición de Cuentas de los Titulares y Transferencia de Gestión”, considerando que el 26 de diciembre de 2018 es el último día para consignar la información en el sistema. El Informe de Rendición de Cuentas y Transferencia (Anexo N° 4), comprende la información del periodo de gestión del pliego de las entidades adscritas al Gobierno Regional o Gobierno local, conteniendo el resumen ejecutivo, reporte de cumplimiento misional y reporte del estado situacional de los Sistemas administrativos, los cuales deben contar con el sustento correspondiente. Cabe resaltar que hasta el mes de noviembre, más de 25 entidades municipales no han cumplido con la consigna de la documentación que forma parte del proceso de transferencia; en ese marco, indicaron que la Municipalidad Provincial de Puno y la de San Román estaban incluidas, por lo que podrían ser denunciadas de acuerdo a la gravedad del caso. Por otro lado, dieron a conocer que el último fin de semana, dichas entidades habrían cumplido con la firma del acta de todo este proceso, el cual deberá ser acopiado por la página web de la Contraloría General de la República. Cabe resaltar que tanto las autoridades electas de los gobiernos locales como la de índole regional, anunciaron que iniciarían un proceso de auditoría por las presuntas irregularidades. Las autoridades y gestiones que no cumplan con la transferencia de gestión podrían ser sancionados y denunciados según su responsabilidad.",2025-11-09T17:06:45.191712,2018-12-25T00:00:00,2025-11-09T17:06:45.725552,Los Andes,8097,,326,"La Contraloría General de la República (CGR) recuerda a las autoridades salientes y entrantes que la fecha para la entrega de los documentos de transferencia ya se están por vencer, por lo que deben utilizar el sistema de Transferencia de Gestión Administrativa de los Gobiernos Regionales y Gobiernos Locales de la CGR, como único medio […]",,Mañana termina el plazo para presentar documentos de transferencia,https://losandes.com.pe/manana-termina-el-plazo-para-presentar-documentos-de-transferencia/?signup
Diario los Andes,1387,General,"Tras una inspección a las obras que ejecuta la Municipalidad Provincial de San Román, la regidora Hilda Quispe Chaiña mencionó que solo 8 obras de las 15 obras que actualmente viene ejecutando la comuna serían inauguradas antes de fin de año. Mencionó que las 4 canchitas deportivas de los sectores Taparachi, San Salvador, Santa Catalina y Santa Adriana están en la lista, así como el mejoramiento vial en el sector del óvalo Pedro Vilcapaza. De la misma forma, las obras de infraestructura vial en las urbanizaciones 28 de Julio, en el sector de la salida a Puno, y en la urbanización Santa Cruz; igualmente, el cerco perimétrico de la Escuela de Formación Artística (ESFA) de Juliaca. Mencionó que otras siete obras no serían inauguradas por demoras presupuestales y ampliación de plazo, y que la próxima gestión, del electo alcalde David Sucacahua Yucra, será la que las continúe y concluya. Por su parte, el encargado de la obra Pedro Vilcapaza de la salida a Huancané, mencionó que existe un retraso en la obra, por el retiro de trabajadores a razón de deudas salariales; sin embargo, con esfuerzos, aseguró que estarían realizaron la inauguración el 29 de diciembre. Cabe indicar, finalmente, que la población de la ciudad cuestiona la falta de ejecución de obras de mayor magnitud; siendo una de ellas el By Pass de la salida al Cusco, que solo fue ejecutada en su primera etapa.",2025-11-09T17:06:45.191712,2018-12-21T00:00:00,2025-11-09T17:06:45.721600,Los Andes,8096,,235,"Tras una inspección a las obras que ejecuta la Municipalidad Provincial de San Román, la regidora Hilda Quispe Chaiña mencionó que solo 8 obras de las 15 obras que actualmente viene ejecutando la comuna serían inauguradas antes de fin de año. Mencionó que las 4 canchitas deportivas de los sectores Taparachi, San Salvador, Santa Catalina […]",,Gestión de Oswaldo Marín deja varias obras inconclusas,https://losandes.com.pe/gestion-de-oswaldo-marin-deja-varias-obras-inconclusas/?signup
Diario los Andes,1476,General,"La congresista Paloma Noceda formalizó ante la Comisión de Ética Parlamentaria su denuncia según la cual fue víctima de “tocamientos indebidos” por parte de Luis López Vilela, de Fuerza Popular. “Tras mis declaraciones vertidas durante la sesión plenaria del 8 de diciembre del presente, adjunto la denuncia respectiva para su conocimiento y trámite correspondiente en la comisión que usted dignamente preside”, dice en la carta enviada a la oficialista Janet Sánchez, titular de dicho grupo de trabajo. Paloma Noceda denunció durante la sesión en que se debatió la suspensión del congresista Moisés Mamani haber sufrido acoso sexual. En ese momento, no identificó al presunto agresor. Según explicó, esta persona, en referencia a López Vilela, le hizo “un masaje asqueroso” durante una reunión con otros colegas. “Ese masaje asqueroso hasta el día de hoy le tengo en la mente cada vez que lo recuerdo porque me generó asco, vómito”, señaló. Tras estas declaraciones, el presidente del Congreso, Daniel Salaverry, exhortó a Noceda a hacer esta denuncia ante la Comisión de Ética.la denunciaría. López Vilela, se pronunció sobre la denuncia presentada ante la Comisión de Ética en su contra por su colega Paloma Noceda, quien lo acusó por presuntos tocamientos indebidos. “Niego rotundamente la denuncia que está haciendo la congresista, la cual tendría que demostrar todos los actos que está haciendo en mi contra, sino ella tendrá que ser denunciada por difamación”, comentó.",2025-11-09T17:06:45.191712,2018-12-12T00:00:00,2025-11-09T17:06:45.718469,Los Andes,8095,,231,"La congresista Paloma Noceda formalizó ante la Comisión de Ética Parlamentaria su denuncia según la cual fue víctima de “tocamientos indebidos” por parte de Luis López Vilela, de Fuerza Popular. “Tras mis declaraciones vertidas durante la sesión plenaria del 8 de diciembre del presente, adjunto la denuncia respectiva para su conocimiento y trámite correspondiente en […]",,Congresista Paloma Noceda formalizó denuncia contra su colega Luis López por acoso sexual,https://losandes.com.pe/congresista-paloma-noceda-formalizo-denuncia-contra-su-colega-luis-lopez-por-acoso-sexual/?signup
Diario los Andes,201,General,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes. Todos los derechos reservados.",2025-11-09T17:06:45.191712,2025-09-13T00:00:00,2025-11-09T17:06:45.704980,Los Andes,8094,,34,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes",,AREQUIPA: Diario Los Andes 13/09/2025,https://losandes.com.pe/arequipa-diario-los-andes-13-09-2025/?signup
Diario los Andes,201,General,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes. Todos los derechos reservados.",2025-11-09T17:06:45.191712,2024-10-12T00:00:00,2025-11-09T17:06:45.700287,Los Andes,8093,,34,"Diario referente del sur del Perú, espacio de reflexión sobre el desarrollo humano y su relación con el medio ambiente, la sociedad y la economía © 2024 Diario los Andes",,PUNO: Diario los Andes 12/10/2024,https://losandes.com.pe/puno-diario-los-andes-12-10-2024/?signup
