autor,caracteres_contenido,categoria,contenido,created_at,fecha,fecha_extraccion,fuente,id,imagenes,palabras_contenido,resumen,tags,titulo,url
Desconocido,1822,General,"Inicio PUNO Puno: Frustran intento de ingreso de droga al penal: Mujer escondía sustancias ilícitas en chuño blanco Puno: Frustran intento de ingreso de droga al penal: Mujer escondía sustancias ilícitas en chuño blanco Por Redacción Diario Sin Fronteras - 3 marzo, 2025 - En PUNO 1315 Frustran intento de ingreso de droga al penal de Puno: mujer escondía sustancias ilícitas en chuño blanco Una mujer fue detenida por la Policía tras descubrir que pretendía ingresar droga oculta dentro de tunta al penal de Yanamayo. NERVIOS LA DELATARON Al promediar las 5:00 p.m., personal policial del establecimiento penitenciario de Puno (ex Yanamayo), intervino a la mujer identificada como Noemí Flora Calcina Soncco (45), quien pretendía ingresar como visita para el interno Aureliano Álvarez Ticona (procesado por el delito de homicidio culposo). Los agentes notaron el nerviosismo de la mujer ya que llevaba una bolsa de plástico conteniendo tunta, tras ser llevada al área de prevención para realizar un registro de sus pertenencias, se buscó en la bolsa que contenía 32 unidades de tunta. DROGA CAMUFLADA Al partir las tuntas, hallaron que 5 unidades tenían en su interior una bolsa plástica conteniendo al parecer pasta básica de cocaína (PBC), 3 bolones de tunta contenían una bolsita igual con clorhidrato de cocaína y otras 12 tuntas contenían las mismas bolsitas pero con marihuana. Tras ello la mujer fue detenida y se comunicó del hallazgo a la fiscal Kelly Aguilar Huanca para las diligencias y las pruebas de campo que dieron positivo. Las autoridades investigan a la mujer y sus probables cómplices. Comentarios de Facebook También te puede interesar La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro La residencia diplomática mexicana, ubicada en el",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.247424,2025-11-17T08:37:52.247431,Sin Fronteras,11092,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-03-at-07.29.50-1-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",292,"Una mujer identificada como Flora Calcina Soncco (45) fue detenida al intentar ingresar droga al penal de Puno, camuflándola en chuño blanco. La intervención ocurrió durante un control de rutina a visitantes del centro penitenciario.",,Puno: Frustran intento de ingreso de droga al penal: Mujer escondía sustancias ilícitas en chuño blanco,https://diariosinfronteras.com.pe/2025/03/03/puno-frustran-intento-de-ingreso-de-droga-al-penal-mujer-escondia-sustancias-ilicitas-en-chuno-blanco/
Desconocido,1544,General,"Inicio PUNO Puno: Abandonan a varón luego de ser quemado Puno: Abandonan a varón luego de ser quemado Por Redacción Diario Sin Fronteras - 25 diciembre, 2024 - En PUNO 727 Abandonan a varón luego de una tortura Un alarmante incidente ocurrió en la mañana de ayer frente a la escuela Perú Birf, ubicada en la ciudad de Ilave. Personal de Seguridad Ciudadana, al realizar su recorrido habitual, encontró a una persona amarrada de manos y con los ojos vendados en un espacio cercano a la institución educativa. Tras ser rescatada, se percataron de que la víctima presentaba claros signos de maltrato, incluyendo quemaduras visibles en su cuerpo, principalmente en el brazo derecho, lo que revela un ensañamiento contra la persona. Tras el hallazgo, se dio aviso inmediato a las autoridades correspondientes. Efectivos de la Policía Nacional se trasladaron al lugar para tomar el control de la situación y dar inicio a las investigaciones. Posteriormente, la víctima fue trasladada hasta el hospital de Ilave, donde los galenos constataron quemaduras en el brazo, espalda, rostro y otras partes del cuerpo. En primera instancia, la víctima, quien fue estabilizada, no habría querido brindar detalles de lo sucedido por un presunto temor a represalias de sus agresores. La Policía no descarta que se trataría de un ajuste de cuentas. Comentarios de Facebook También te puede interesar La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro La residencia diplomática mexicana, ubicada en el",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.240309,2025-11-17T08:37:52.240314,Sin Fronteras,11091,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/12/WhatsApp-Image-2024-12-25-at-09.27.27-400x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",249,Abandonan a varón luego de ser quemado,,Puno: Abandonan a varón luego de ser quemado,https://diariosinfronteras.com.pe/2024/12/25/puno-abandonan-a-varon-luego-de-ser-quemado/
Desconocido,1957,General,"Inicio AREQUIPA Exigen clases presenciales en el Colegio Arequipa, porque enseñanza virtual afecta a estudiantes Exigen clases presenciales en el Colegio Arequipa, porque enseñanza virtual afecta a estudiantes Por Diario Sin Fronteras - 22 noviembre, 2024 - En AREQUIPA 673 Exigen clases presenciales en el Colegio Arequipa, porque enseñanza virtual afecta a estudiantes Los padres de familia de la institución educativa Arequipa (Cercado) exigieron a los funcionarios de la Gerencia Regional de Educación (GREA) que sus menores hijas retornen a las aulas y realicen sus labores escolares de manera presencial. Dicho reclamo se dio debido a que varias alumnas tendrían problemas de conexión o no contarían con los equipos tecnológicos que se requieren para realizar las clases a través de la virtualidad. Y es que, desde hace un mes, la GREA dispuso esta modalidad de enseñanza de manera excepcional en el referido colegio, debido a que se iniciarían los trabajos de reconstrucción de su infraestructura educativa a fines de este año. Asimismo, los progenitores señalaron que no se cumplió el compromiso de parte de las autoridades del Gobierno Regional de Arequipa (GRA), de dotar de las herramientas tecnológicas a las estudiantes de escasos recursos económicos para realizar las clases virtuales. Además, señalaron que no todos los profesores se estarían conectando para el dictado de clases a través de las plataformas digitales, debido a que fueron designados a otras labores dentro de la institución educativa, ante el inicio de las obras.  Hay una comisión para el inventario, en la que están incluidos los docentes. Ahora, quién se va encargar de las clases virtuales , refirió la presidenta de la Asociación de Padres de Familia (Apafa) de la I.E. Arequipa, Lucero Vilca Condori. Comentarios de Facebook También te puede interesar Cientos de jóvenes puneños rinden examen de preselección para Beca 18 Aspirantes de toda la región participaron en la",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.238203,2025-11-17T08:37:52.238213,Sin Fronteras,11090,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/11/A-45-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",307,Los padres de familia de la institución educativa Arequipa (Cercado) exigieron a los funcionarios de la Gerencia Regional de Educación (GREA) que sus menores hijas retornen a las aulas y realicen sus labores escolares de manera presencial.,,"Exigen clases presenciales en el Colegio Arequipa, porque enseñanza virtual afecta a estudiantes",https://diariosinfronteras.com.pe/2024/11/22/exigen-clases-presenciales-en-el-colegio-arequipa-porque-ensenanza-virtual-afecta-a-estudiantes/
Desconocido,3155,General,"Inicio NACIONAL La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro Por Redacción Diario Sin Fronteras - 6 mins atrás - En NACIONAL 11 La residencia diplomática mexicana, ubicada en el exclusivo distrito limeño de San Isidro, se ha convertido en el centro de atención tras el ingreso de la expremier Betssy Chávez, quien solicitó asilo político en medio de un proceso judicial por su presunta participación como coautora en el golpe de Estado del 7 de diciembre de 2022. La expremier reside desde hace casi dos semanas en una vivienda de 752 metros cuadrados, recibiendo un trato privilegiado por parte del gobierno de Claudia Sheinbaum, declarada persona non grata por el Congreso peruano. De acuerdo con los registros, la propiedad pertenece a Williams Kouri Bumachar, hermano del sentenciado exalcalde del Callao Álex Kouri, y Patricia Zacarías Gery, afiliada en los partidos Trabajando Juntos por San Isidro y Cambio Radical. Así es la  cárcel dorada  de Betssy Chávez La residencia, que anteriormente sirvió de hogar al embajador mexicano Pablo Monroy Conesa, presenta una infraestructura amplia y dotada de comodidades. La edificación incluye un sótano y garaje en la planta baja, así como varias áreas destinadas al descanso y recreación. El primer piso alberga una sala, un dormitorio con doble clóset, baño completo con acceso al jardín, medio baño, cocina, lavandería, escritorio, un hall de recibo y una terraza con puertas corredizas. El segundo nivel está reservado para un dormitorio principal con terraza privada y cuarto de vestir, un dormitorio adicional, dos cuartos de servicio, cuarto de costura, baños completos y un patio de tendido. Según el medio citado, la construcción de la propiedad demandó una inversión de 825.000 soles peruanos, reflejando el alto valor y nivel de confort del entorno. Debido al retorno de Karla Ornelas, la encargada de la sede diplomática en Perú, la expremier solo tiene contacto con dos trabajadoras: una cocinera y una empleada de limpieza, quienes asumen las labores domésticas y gestionan las compras semanales en un vehículo diplomático. El inmueble es vigilado por hasta cinco agentes de la Policía Nacional del Perú, y todos los gastos derivados de su estadía son asumidos por el gobierno mexicano hasta que se resuelva su situación. Raúl Noblecilla, quien ejercía su defensa, declaró que  nadie ha podido ir a visitar a Betssy Chávez; son las condiciones que ha puesto el mismo Estado asilante. Imagino que por temas de seguridad . El investigado por falsedad genérica e ideológica, dada la presentación de un dudoso certificado médico, manifestó preocupación porque la expremier de Pedro Castillo no cuenta con los suplementos médicos necesarios y enfrenta dificultades para comunicarse incluso con familiares. Comentarios de Facebook También te puede interesar Reciclaje en partido de Keiko Fujimori: El 40  de candidatos al Senado por Fuerza Popular son de la vieja guardia En la lista la acompañarán Luis Galarreta",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.236551,2025-11-17T08:37:52.236556,Sin Fronteras,11089,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/11/YT2R3UHD7JFZRMEQGESOF65JLI-660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",502,La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro,,La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro,https://diariosinfronteras.com.pe/2025/11/16/la-carcel-dorada-de-betssy-chavez-asi-vive-sus-dias-la-expremier-en-lujosa-residencia-diplomatica-en-san-isidro/
Desconocido,1966,General,"Inicio PUNO Puno: Choca con poste y deja sin luz a vecinos Puno: Choca con poste y deja sin luz a vecinos Por Redacción Diario Sin Fronteras - 25 diciembre, 2024 - En PUNO 897 Choca con poste y deja sin luz a vecinos La noche del lunes un accidente de tránsito ocurrió en la zona sur de la ciudad que dejó serios daños materiales y además un corte del servicio de energía eléctrica en gran parte del barrio Santa Rosa. APARATOSO CHOQUE El hecho ocurrió al promediar las 8:00 p.m. en la esquina de la avenida 4 de Noviembre y el jirón Francisco Paredes en el barrio Santa Rosa, el auto de color dorado, de marca Hyundai, modelo I10 con placa de rodaje V2P-658, chocó a gran velocidad contra un poste de energía eléctrica ocasionando que la estructura quede a punto de caer, sostenida solo por cables eléctricos. Según algunos testigos habrían visto a una mujer al volante en presunto estado de ebriedad, Fue tal la fuerza del impacto que el poste quedó colgado peligrosamente ocasionando un corte del servicio de energía eléctrica en toda la zona, en otras calles aledañas se produjo una fluctuación en la electricidad que duró varias horas. INVESTIGAN Al lugar acudieron personal de salud del SAMU y luego la Policía para hacerse cargo de las investigaciones.  Dijeron que una mujer conducía y estamos identificando al conductor, la prioridad es evacuar a algún herido , señaló uno de los agentes.  Oímos un gran estruendo, salimos a ver qué pasaba y se cortó la luz en la calle, pensamos que había explotado algún tranformador pero luego vimos el auto estrellado con el poste , indicó una de las vecinas. La Policía investiga las circunstancias del hecho y hasta el cierre de la edición no confirmaron la identidad del chofer causante del accidente. Comentarios de Facebook También te puede interesar La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro La residencia diplomática mexicana, ubicada en el",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.232946,2025-11-17T08:37:52.233003,Sin Fronteras,11088,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/12/abridoraaaaaaaaaa-6-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",339,La noche del lunes un accidente de tránsito ocurrió en la zona sur de la ciudad que dejó serios daños materiales y además un corte del servicio de energía eléctrica en gran parte del barrio Santa Rosa.,,Puno: Choca con poste y deja sin luz a vecinos,https://diariosinfronteras.com.pe/2024/12/25/puno-choca-con-poste-y-deja-sin-luz-a-vecinos/
Desconocido,2338,General,"Inicio NACIONAL Hermano de Martín Vizcarra apunta postular al Congreso Hermano de Martín Vizcarra apunta postular al Congreso Por Redacción Diario Sin Fronteras - 15 agosto, 2025 - En NACIONAL 511 Mario Vizcarra, hermano mayor del expresidente Martín Vizcarra, confirmó a Perú21 que  no descarta  postular al Congreso en las elecciones generales de 2026, ya sea a la Cámara de Diputados o al Senado, por el partido Perú Primero, fundado por el exmandatario. En febrero, un informe de este diario indicó que su eventual postulación formaría parte del  Plan B  de la agrupación para disputar la Presidencia. Sin embargo, Mario Vizcarra rechazó esa versión y aseguró que el candidato será su hermano, algo que en la práctica resulta poco probable.  El hecho que Martín no puea postular es una opinión que rechazo porque, si bien es cierto, ahora ha sido privada su libertad, nosotros confiamos de que en breve plazo la justicia se va a imponer y Martín saldrá en libertad. Hay plazo suficiente para que Martín pueda postular liderando nuestro gran partido Perú Primero , declaró. Martín Vizcarra cumple una orden de prisión preventiva de cinco meses por los casos Lomas de Ilo y Hospital de Moquegua, en los que la Fiscalía lo acusa de recibir sobornos por S  2,3 millones. A pesar de estar inhabilitado por diez años para ejercer cargos públicos y de haber perdido su militancia en Perú Primero por decisión del Jurado Nacional de Elecciones (JNE) en abril pasado, Mario sostiene que existen vías legales para su retorno. Según el mayor de los Vizcarra, es un tema que en este momento quedaría en manos de la Corte Interamericana y un amparo. No descarta lanzarse al Congreso Sobre su propia postulación, no fue tajante:   No descarta postular al Congreso?  le preguntamos.  De ninguna manera , respondió.   Podría ser a la Cámara de Diputados o Senadores?  insistimos.  La democracia se va a imponer y vamos a ir con los mejores cuadros que tenemos , señaló, dejando claro que la decisión será del partido. Consultado sobre si otro familiar del expresidente podría tentar un escaño, señaló:  Bueno, no se sabe  no se sabe . Comentarios de Facebook También te puede interesar La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro La residencia diplomática mexicana, ubicada en el",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.224028,2025-11-17T08:37:52.224034,Sin Fronteras,11087,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/08/candidato-mario-vizcarra-cornejo--660x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",389,Hermano de Martín Vizcarra apunta postular al Congreso,,Hermano de Martín Vizcarra apunta postular al Congreso,https://diariosinfronteras.com.pe/2025/08/15/hermano-de-martin-vizcarra-apunta-postular-al-congreso/
Desconocido,2059,General,"Inicio AREQUIPA Multas de más de S  2.600 a comerciantes por adulterar balanzas Multas de más de S  2.600 a comerciantes por adulterar balanzas Por Diario Sin Fronteras - 27 abril, 2025 - En AREQUIPA 631 Operativos en el Avelino Cáceres. La Municipalidad Distrital de José Luis Bustamante y Rivero advirtió a los negociantes de los diversos mercados de la plataforma comercial Andrés Avelino Cáceres que impondrá multas superiores a 2.600 soles a quienes alteren balanzas para perjudicar en el peso a los compradores. Durante los últimos operativos realizados por la Gerencia de Fiscalización y Sanciones de la comuna distrital, se decomisaron más de 30 balanzas adulteradas en distintos centros de abastos. Según el personal municipal, se detectaron irregularidades principalmente en las secciones de carnes y frutas, donde algunos comerciantes manipulaban el peso real de los productos, generando un perjuicio económico para cientos de usuarios. Las inspecciones revelaron que el margen de error en las balanzas intervenidas oscilaba entre 200 y 300 gramos por cada kilogramo, afectando directamente el bolsillo de las familias arequipeñas. Frente a estos hallazgos, las autoridades advirtieron que, en caso de reincidencia, además del decomiso de las balanzas, se aplicarán sanciones equivalentes al 50  de la Unidad Impositiva Tributaria (UIT). Al respecto, el alcalde Fredy Zegarra Black hizo un llamado a los comerciantes de la plataforma Avelino Cáceres para que respeten las normativas municipales y utilicen balanzas debidamente certificadas. En tanto, a la población le recomendó verificar el peso de sus productos en las balanzas municipales que están disponibles en diferentes mercados de la plataforma; de encontrar adulterado el gramaje de sus productos, pidió denunciar los hechos para que el municipio realice las intervenciones del caso. Comentarios de Facebook También te puede interesar Puno: Intervienen al director de Energía y Minas por presunto uso indebido de camioneta en reunión privada El director regional de Energía y Minas, Edwin",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.221832,2025-11-17T08:37:52.221839,Sin Fronteras,11086,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/04/ef900fd7-b8f9-4dfe-8231-6e8b64f21d22-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",312,La Municipalidad Distrital de José Luis Bustamante y Rivero advirtió a los negociantes de los diversos mercados de la plataforma comercial Andrés Avelino Cáceres que impondrá multas superiores a 2.600 soles a quienes alteren balanzas para perjudicar en el peso a los compradores.,,Multas de más de S  2.600 a comerciantes por adulterar balanzas,https://diariosinfronteras.com.pe/2025/04/27/multas-de-mas-de-s-2-600-a-comerciantes-por-adulterar-balanzas/
Desconocido,914,General,"Inicio MOQUEGUA Moquegua: Combi de ruta 31 choca violentamente contra poste Moquegua: Combi de ruta 31 choca violentamente contra poste Por Redacción Diario Sin Fronteras - 21 octubre, 2024 - En MOQUEGUA 781 combi de ruta 31 choca violentamente contra poste en moquegua Un aparatoso accidente de tránsito ocurrió en la intersección de las calles Tacna y Siglo, en la ciudad de Moquegua, cuando una combi de la ruta 31 colisionó con fuerza contra un poste de alumbrado público. El impacto dejó serios daños tanto en el vehículo como en la estructura del poste. Afortunadamente, no se reportaron víctimas fatales a pesar de la magnitud del choque. Las autoridades investigan las causas del accidente. Comentarios de Facebook También te puede interesar La  cárcel dorada  de Betssy Chávez: así vive sus días la expremier en lujosa residencia diplomática en San Isidro La residencia diplomática mexicana, ubicada en el",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.216022,2025-11-17T08:37:52.216026,Sin Fronteras,11085,"https://diariosinfronteras.com.pe/wp-content/uploads/2024/10/464107371_1076130737851463_4106055173865035352_n-639x330.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",147,"Un aparatoso accidente de tránsito ocurrió en la intersección de las calles Tacna y Siglo, en la ciudad de Moquegua, cuando una combi de la ruta 31 colisionó con fuerza contra un poste de alumbrado público.",,Moquegua: Combi de ruta 31 choca violentamente contra poste,https://diariosinfronteras.com.pe/2024/10/21/moquegua-combi-de-ruta-31-choca-violentamente-contra-poste/
Desconocido,2241,General,"Inicio NACIONAL Desde mañana cobran adicional Desde mañana cobran adicional Por Diario Sin Fronteras - 14 agosto, 2022 - En NACIONAL 927 Más de 1 millón de afiliados a Juntos, Pensión 65 y Contigo recibirán pago doble. El Ministerio de Desarrollo e Inclusión Social (Midis) inicia, desde este 15 de agosto, el pago de la subvención adicional extraordinaria para usuarias y usuarios de los programas sociales Juntos, Pensión 65 y Contigo, que suman más de un millón de personas, con lo cual se da cumplimiento a la Ley N  31538 que financia dicha subvención para que puedan superar los efectos del incremento de precios en la canasta básica de alimentos. De esta forma, los 643.157 hogares en situación de vulnerabilidad del programa Juntos, las 577.043 personas adultas mayores en situación de pobreza del programa Pensión 65, y las 77.063 personas en situación de discapacidad del programa Contigo, recibirán este apoyo económico dispuesto por el Gobierno. Los hogares del programa Juntos recibirán S 200, los adultos mayores del programa Pensión 65 contarán con S 250, y las personas con discapacidad del programa Contigo recibirán S 300; para el pago, el Midis cuenta con el financiamiento de S 301 millones 922.476. A través del aplicativo Mi Juntos, los hogares del programa Juntos pueden conocer la fecha de abono y el lugar de cobro; los usuarios del programa Contigo pueden verificarlo en www.contigo.gob.pe y cobrarlo en cualquier agencia del Banco de la Nación, cajero automático o agente autorizado Multired. De igual forma, mediante el aplicativo móvil Yachaq, los adultos mayores de Pensión 65 pueden saber si cobrarán la subvención adicional extraordinaria junto al abono de julio-agosto. El Midis recordó que esta es la segunda subvención extraordinaria que recibirán los usuarios de los tres programas sociales, dado que la primera se efectuó a fines de abril, junto al pago de las subvenciones de estos programas correspondientes al bimestre marzo-abril, con el mismo objetivo: afrontar el alza de precios de alimentos. Comentarios de Facebook También te puede interesar Puno: Intervienen al director de Energía y Minas por presunto uso indebido de camioneta en reunión privada El director regional de Energía y Minas, Edwin",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.214385,2025-11-17T08:37:52.214390,Sin Fronteras,11084,"https://diariosinfronteras.com.pe/wp-content/uploads/2022/08/MIDIS-1.jpg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",358,,,Desde mañana cobran adicional,https://diariosinfronteras.com.pe/2022/08/14/desde-manana-cobran-adicional/
Desconocido,2153,General,"Inicio AREQUIPA Arequipa: Alcalde pide arm4s de fuego ante inseguridad Arequipa: Alcalde pide arm4s de fuego ante inseguridad Por Diario Sin Fronteras - 21 febrero, 2025 - En AREQUIPA 431 Burgomaestre señaló que serenos deben protegerse para frenar delincuencia. Tras la balacera ocurrida en la puerta del cementerio La Apacheta, que dejó un saldo de un muerto y un herido de bala, el alcalde de José Luis Bustamante y Rivero, Freddy Zegarra, declaró que es necesario que los agentes de serenazgo puedan portar armas de fuego para enfrentar la creciente inseguridad. Según el burgomaestre, cuando ocurren este tipo de casos, los serenos no pueden hacer nada, ya que los delincuentes portan armas letales. Asimismo, insistió en su propuesta de prohibir que dos personas viajen en una moto, ya que esta es la modalidad utilizada por sicarios y ladrones para cometer delitos. También, Zegarra afirmó que la construcción de nuevos penales a nivel nacional podría ayudar a reducir la inseguridad, pues todos los delincuentes que se captura, si corresponde tras el debido proceso, serían internados en estos penales para que cumplan sus penas. Además, precisó que esta iniciativa debe estar acompañada de normas condenatorias más estrictas en contra de violadores, asesinos, delincuentes y organizaciones criminales. Finalmente, Zegarra también aseguró que se debería imitar la iniciativa del presidente de EE. UU., Donald Trump, y deportar a los indocumentados e ilegales del territorio nacional.  Se debe deportar a todos los delincuentes extranjeros que han ingresado de forma ilegal. Debemos aplicar la norma y ser más enérgicos porque necesitamos mejorar la seguridad a favor de la ciudadanía . ACCIÓN INMEDIATA Sobre las acciones que se ejecutarán de inmediato en Bustamante y Rivero tras el asesinato ocurrido la noche del miércoles, Zegarra anunció que continuarán trabajando en operativos preventivos diarios en conjunto con la policía nacional. Comentarios de Facebook También te puede interesar Puno: Intervienen al director de Energía y Minas por presunto uso indebido de camioneta en reunión privada El director regional de Energía y Minas, Edwin",2025-11-17T08:37:51.679389,2025-11-17T08:37:52.213853,2025-11-17T08:37:52.213861,Sin Fronteras,11083,"https://diariosinfronteras.com.pe/wp-content/uploads/2025/02/a-41-660x330.jpeg, https://diariosinfronteras.com.pe/wp-content/uploads/2020/06/dxt-nav.png",333,,,Arequipa: Alcalde pide arm4s de fuego ante inseguridad,https://diariosinfronteras.com.pe/2025/02/21/arequipa-alcalde-pide-arm4s-de-fuego-ante-inseguridad/
