autor,caracteres_contenido,categoria,contenido,created_at,fecha,fecha_extraccion,fuente,id,imagenes,palabras_contenido,resumen,tags,titulo,url
Redacción Pachamama Radio,3911,RegistrarsePortadaPunoPolíticaNacionalActualidadInternacionalDeportesRegistrarse¡Bienvenido!Ingrese ,"Juliaca Acción Noticiosa Azángaro Carabaya Chucuito Consejo Regional Crisis Política Juliaca Sobrecostos en el PIAA Juliaca y San Miguel podrían alcanzar los S/ 50 millones por errores en sus expedientes técnicos Dirigente de Juliaca alertó sobre sobrecostos del PIAA que superarían 50 millones por fallas técnicas y mala gestión, afectan a más de 300000 habitantes de la ciudad Juliaca Clama por ayuda para salvar a su hija de 13 años, tras atropello y 26 cirugías necesita 50 mil Euros Padre pide ayuda urgente para costear operación en España tras doble atropello que dejó a Jade con veintiseis cirugías y graves secuelas, afecta a familia de Juliaca Juliaca Sisfoh: Cierre de brechas revela que mayoría de población en pobreza desconoce sistema de focalización Unidad local de empadronamiento realizará jornada informativa en Plaza de Armas de Juliaca para orientar sobre requisitos de acceso a beneficios Juliaca SITREOMUN acusa a Arturo Oroz por muerte de trabajador municipal SITREOMUN acusa a Arturo Oroz por ignorar derechos y permitir que un trabajador laborara tres años sin contrato, hecho que derivó en su muerte y evidenció fallas graves Juliaca Juliaca: Patrullaje policial permite captura de ladrón de celulares Comisaría PNP Juliaca captura ladrón y recupera celulares robados, tras rápida intervención en pleno centro y protege patrimonio de la víctima Juliaca Juliaca: Examen en Politécnico Los Andes genera controversia Colegio Politécnico Juliaca enfrenta cuestionamientos por examen simulacro, mientras padres denuncian cobro de cinco soles y director admite desconocimiento Juliaca Condenan a nueve meses de prisión preventiva a colombiano por robo agravado con cuchillo en Juliaca Ciudadano colombiano recibe prisión preventiva por ataque con cuchillo en Juliaca, dejando a la víctima con cinco heridas punzocortantes Juliaca Juliaca: defensoría del pueblo advierte de deficiencias en equipamiento de seguridad sin uso Equipamiento municipal revela inoperatividad y limita acciones contra la delincuencia, al mantener drones y motocicletas sin uso por falta de personal capacitado Juliaca Juliaca: vecinos de urbanización Jorge Chávez denuncian presencia de lagartijas en avenida Reportan lagartijas de colores llamativos en un área verde donde vecinos alertan su presencia inusual y piden a Serfor verificar si estas especies pueden adaptarse al clima local Juliaca Juliaca: delincuentes roban tres kioscos escolares de institución educativa Robo a kioscos expone cómo delincuentes ingresan al colegio y sustraen mercadería sin ser detectados por la vigilancia nocturna, generando preocupación en la comunidad educativa Juliaca Dirigente Ramiro Díaz Tupa denuncia colapso de seguridad en Juliaca por inacción de autoridades Delincuencia organizada supera la capacidad policial y expone fallas graves de autoridades, situación que motiva pedidos de emergencia regional y control militar Juliaca Juliaca: Turba corta cabello a mujer por billetes falsos Billetes falsos alertan a comerciantes al capturar a una mujer con dinero apócrifo en el mercado Las Mercedes, exigen mayor control policial en la zona Juliaca Asalto armado en Juliaca: roban S/28 mil a pareja tras junta de pandero Una pareja en Juliaca sufre un asalto armado donde le arrebatan 28 mil soles, mientras vecinos denuncian temor creciente en la urbanización La Capilla Juliaca SUNARP prohíbe venta de bienes de 46 universidades según Ley 32494: UANCV entre los impedidos Patrimonio universitario queda protegido al prohibirse ventas y transferencias de bienes en 46 universidades con licencia denegada, garantizan continuidad educativa Juliaca Etapa 4 del PIAA en Juliaca vuelve a foja cero al anularse el proceso de licitación: las otras etapas 2 y 3 presentan retrasos Etapa 4 del PIAA retorna a foja cero y enfrenta retrasos tras detectarse irregularidades en la adjudicación millonaria, exigen un proceso transparente",2025-11-07T12:45:02.075590,2025-11-21T00:00:00,2025-11-21T12:05:46.678837,Pachamama Radio,64,,582,"Juliaca Acción Noticiosa Azángaro Carabaya Chucuito Consejo Regional Crisis Política Juliaca Sobrecostos en el PIAA Juliaca y San Miguel podrían alcanzar los S/ 50 millones por errores en sus expedientes técnicos Dirigente de Juliaca alertó sobre sobrecostos del PIAA que superarían 50 millones por fallas técnicas y mala gestión, afectan a más de 300000 habitantes de la ciudad Juliaca Clama por ayuda para salvar a su hija de 13 años, tras atropello y 26 cirugías necesita 50 mil Euros Padre pide a",,Juliaca,https://pachamamaradio.org/puno/juliaca/
Redacción Pachamama Radio,3860,RegistrarsePortadaPunoPolíticaNacionalActualidadInternacionalDeportesRegistrarse¡Bienvenido!Ingrese ,"El Collao Acción Noticiosa Azángaro Carabaya Chucuito Consejo Regional Crisis Política El Collao El Collao: Pilcuyo cumple 64 años sin agua potable ni centro de salud adecuados Pilcuyo ""celebra"" su aniversario sin agua ni desagüe, con solo cincuenta vecinos con acceso limitado y miles afectados por el abandono estatal que agrava su precariedad El Collao Ilave: Maestros exigen reglamentar ley salarial Paralización nacional demanda que el Ministerio de Educación reglamente la ley 31653 y atienda reclamos salariales pendientes, gremios anuncian una protesta en Lima El Collao Ilave: Mujer denuncia recibir billetes falsos tras vender oveja en feria Billetes falsos en feria de Ilave afectan a una vendedora de oveja, Serenazgo y Policía investigan la circulación de dinero adulterado en la zona El Collao Vecinos de Ilave rechazan pintura amarilla sin previa capacitación Pintura amarilla en Ilave provoca descontento vecinal, comerciantes denuncian falta de diálogo y acusan a la municipalidad de actuar sin notificación previa El Collao El Collao: Municipalidad de Ilave intensifica limpieza en el Cementerio Central antes del Día de Todos los Santos La Municipalidad Provincial de El Collao-Ilave realiza jornadas de limpieza en el Cementerio Central, preparando el camposanto para las visitas del Día de Todos los Santos. El Collao El Collao: Camión ganadero se despista en carretera Puno-Chucuito sin heridos Un camión que transportaba ganado se despistó en la vía Puno-Chucuito sin causar heridos. Solo se reportaron daños materiales y leve congestión vehicular en la zona. El Collao El Collao: Carretera Checca-Mazocruz cumple 50 años en total abandono Comunidades aymaras denuncian abandono histórico de la vía Checca–Mazocruz. Exigen mantenimiento urgente ante crisis ganadera y accidentes por el mal estado del camino. El Collao El Collao: COER Puno alerta riesgo moderado de incendios Riesgo moderado de incendios en El Collao fue alertado por COER Puno, mientras el lago Titicaca registra intensidad muy alta en su zona, El Collao El Collao: Capazo podría unirse Tacna por abandono Gobierno Regional Puno Abandono estatal lleva a Capazo a considerar unión con Tacna, mientras el Gobierno Regional de Puno no ejecuta obras y Tacna realiza proyectos en la zona El Collao Incendio forestal arrasa hectáreas de pajonales en Jarani, Ilave (El Collao) Incendio forestal en Jarani consume hectáreas de pajonales en El Collao, vecinos y voluntarios controlan parcialmente el fuego mientras autoridades aún no confirman daños totales El Collao Ilave da ultimátum a Richard Hancco, hospital de provincia incrementa en 30 millones más a presupuesto Ilave exige al gobernador Richard Hancco acelerar entrega de expediente técnico del hospital provincial cuyo presupuesto se incrementó en 30 millones y aún sigue sin avances El Collao OCI advierte irregularidades en mantenimiento de camino vecinal en El Collao Informe OCI advierte que mantenimiento de camino vecinal en El Collao avanza sin plan aprobado y con reportes incompletos, lo que genera riesgos en la calidad del servicio El Collao El Collao: Obra de 180 millones se paraliza en carretera Checca-Mazocruz Carretera Checca Mazocruz queda paralizada por medida cautelar que afecta 73 kilómetros sin asfaltar y genera alarma en pobladores de El Collao y zonas vecinas El Collao El Collao: Alcalde de Santa Rosa de Mazocruz exige culminar carretera Checca-Mazocruz Carretera Checca-Mazocruz enfrenta riesgo de paralización y alcalde pide al MTC cumplir el contrato y garantizar la culminación de una obra vital para El Collao El Collao Carretera Checca-Mazocruz continúa paralizada y sin fecha próxima para reinicio de obras Carretera Checca-Mazocruz suspende la obra estratégica en El Collao, alcalde exige al ministerio de transportes resolver el conflicto legal que afecta la conectividad regional",2025-11-16T21:34:21.363680,2025-11-21T00:00:00,2025-11-21T12:05:46.678281,Pachamama Radio,10534,,585,"El Collao Acción Noticiosa Azángaro Carabaya Chucuito Consejo Regional Crisis Política El Collao El Collao: Pilcuyo cumple 64 años sin agua potable ni centro de salud adecuados Pilcuyo ""celebra"" su aniversario sin agua ni desagüe, con solo cincuenta vecinos con acceso limitado y miles afectados por el abandono estatal que agrava su precariedad El Collao Ilave: Maestros exigen reglamentar ley salarial Paralización nacional demanda que el Ministerio de Educación reglamente la ley 31653 y atienda r",,El Collao,https://pachamamaradio.org/puno/el-collao/
Redacción Pachamama Radio,3928,General,"Puno Fallas graves en Serenazgo de Puno dejan ciudad expuesta a la delincuencia Informe revela subutilización de recursos y deficiencias operativas que incrementan la vulnerabilidad frente a emergencias en la ciudad de Puno 19/11/2025 Pachamama Radio | Reynaldo Puma Contraloría detecta fallas en Serenazgo de la Municipalidad de Puno, con vehículos paralizados y cámaras inoperativas que afectan la seguridad ciudadana Foto: Difusión Facebook Twitter WhatsApp Telegram Linkedin Copy URL El contralor general de la República, César Aguilar Surichaqui reveló deficiencias en el servicio de Serenazgo de la Municipalidad Provincial de Puno durante una inspección. 19 motocicletas y 5 camionetas destinadas al patrullaje están paralizadas sin uso, pese a no presentar fallas mecánicas. La falta de personal operativo impide su utilización, afectando la respuesta ante emergencias y el patrullaje preventivo en la ciudad. La Contraloría también identificó que solo 36 de las 50 cámaras de videovigilancia funcionan, dejando zonas críticas sin monitoreo. La falta de mantenimiento y la lentitud para reparar equipos inoperativos aumentan la vulnerabilidad de los ciudadanos. Según el informe, esta situación “compromete seriamente la seguridad pública” y exige acciones inmediatas de las autoridades locales. Recursos públicos subutilizados agravan crisis de seguridad en Puno El informe oficial señala que la inoperatividad del 28% de las cámaras y el 100% de los vehículos inmovilizados reflejan una gestión deficiente. “No hay justificación para que equipos en buen estado no se usen”, sugirieron las autoridades durante la supervisión. - Contenido Patrocinado - Las autoridades municipales recibieron un llamado urgente para optimizar los recursos existentes. La Contraloría insistió en que la seguridad ciudadana no puede depender de la improvisación y demandó un plan concreto para reactivar los vehículos y reparar las cámaras. El impacto de estas fallas se agrava en un contexto donde Puno registra incremento de los índices de inseguridad. “La ciudadanía merece respuestas, no excusas”, afirmó un dirigente consultado. Mientras la Municipalidad evalúa medidas correctivas, los vecinos exigen soluciones rápidas. El 40% de los equipos de vigilancia inactivos representa un desperdicio de fondos públicos y una amenaza directa para la tranquilidad. La Contraloría anunció seguimiento estricto. - Contenido Patrocinado - Contenido Cerrar Recursos públicos subutilizados agravan crisis de seguridad en Puno Últimas Publicaciones Puno Represa San Fernando avanza sin apoyo de congresistas de Puno en Comisión Agraria Puno Comité de Salvaguarda emitirá pronunciamiento contra difamación de danzas altiplánicas San Román Municipalidad de San Román: No reconoce deuda de 90,000 soles por combustible entregados a patrulleros de serenazgo Puno Fiestas navideñas 2025: municipio define plan y lugar para Wawa Q’atu Puno Película peruana gratuita sobre violencia de género se proyectará en los próximos días Pachamama Radio | Reynaldo Puma Artículo anterior Comisión del Congreso aprueba prórroga del Reinfo hasta 2027 y reincorpora 50000 mineros excluidos Artículo siguiente Condenan a nueve meses de prisión preventiva a colombiano por robo agravado con cuchillo en Juliaca 🎙️ Pachamama Radio Síguenos en redes FB Oficial FB Radio X TikTok YouTube LinkedIn WhatsApp Telegram Messenger G News Contenido relacionado Puno Represa San Fernando avanza sin apoyo de congresistas de Puno en Comisión Agraria Puno Comité de Salvaguarda emitirá pronunciamiento contra difamación de danzas altiplánicas Puno Fiestas navideñas 2025: municipio define plan y lugar para Wawa Q’atu Puno Película peruana gratuita sobre violencia de género se proyectará en los próximos días Puno Subgerente de seguridad ciudadana niega informe de Contraloría sobre equipos inoperativos Puno Transportistas denuncian incumplimiento de acuerdos con Municipio de Puno",2025-11-21T12:05:46.559518,2025-11-19T00:00:00,2025-11-21T12:05:46.677835,Pachamama Radio,12152,https://pachamamaradio.org/wp-content/uploads/2025/11/Cesar-Aguilar-Surichaqui-DF.avif,565,"Contraloría detecta fallas en Serenazgo de la Municipalidad de Puno, con vehículos paralizados y cámaras inoperativas que afectan la seguridad ciudadana…",,Fallas graves en Serenazgo de Puno dejan ciudad expuesta a la delincuencia,https://pachamamaradio.org/fallas-graves-en-serenazgo-de-puno-dejan-ciudad-expuesta-a-la-delincuencia/
Redacción Pachamama Radio,6045,General,"Internacional Chile definirá presidencia entre la ultraderecha e izquierda oficial 17/11/2025 Pachamama Radio | Carlos Roque Chile presidencia avanza a una segunda vuelta polarizada, muestra un país dividido por debates sobre seguridad, economía e inmigración Facebook Twitter WhatsApp Telegram Linkedin Copy URL El exlegislador ultraconservador José Antonio Kast se posiciona como favorito en la segunda vuelta presidencial chilena tras obtener casi 24% de los votos en primera ronda. La derecha acumuló cerca del 70% de los sufragios en los comicios realizados el domingo, mientras la exministra comunista Jeannette Jara alcanzó 27% representando al gobierno de Gabriel Boric en un contexto marcado por preocupaciones sobre crimen organizado e inmigración ilegal. Kast encabeza una transformación política radical tras fundar el Partido Republicano y romper con el conservadurismo tradicional chileno. El abogado ultraconservador propone construir un muro fronterizo gigante, deportar decenas de miles de migrantes indocumentados y endurecer las políticas contra el crimen, rescatando aspectos del período dictatorial que divide opiniones en una de las naciones más prósperas y seguras de América Latina según analistas regionales. Jara obtuvo un liderazgo más estrecho del esperado al proponer expandir la red de seguridad social y combatir el lavado de dinero. La exministra laboral del gobierno izquierdista actual concentra el apoyo de los seis partidos de la coalición gobernante, aunque ningún candidato superó el 50% requerido para evitar la segunda vuelta programada para el 14 de diciembre en Santiago. - Contenido Patrocinado - Conservadores dominan primera vuelta El ambiente resultó eufórico en la sede de campaña de Kast durante la madrugada del lunes, donde jóvenes chilenos envueltos en banderas nacionales celebraron los resultados. «Necesitábamos un candidato seguro, alguien con mano firme para traer crecimiento económico, atraer inversión, crear empleos, fortalecer la policía y darles apoyo», declaró Ignacio Rojas de 20 años, reflejando el clamor por cambios en seguridad ciudadana . Los resultados parecen extender un giro regional creciente en América Latina, donde el descontento popular con la economía hierve y desafiantes derechistas reemplazan a políticos izquierdistas. «Las economías no están creciendo, no hay nuevos empleos y la gente recuerda que hace 10 años pagaba precios más bajos por casi todo», explicó Patricio Navia, analista chileno y profesor en la Universidad de Nueva York sobre las tendencias electorales continentales. Los conservadores lideraron el campo de ocho candidatos chilenos, con el empresario populista y economista célebre Franco Parisi sorprendiendo a los expertos al asegurar 20% de los votos. El tercer lugar prometió plantar minas terrestres a lo largo de la porosa frontera norte de Chile para prevenir cruces ilegales, mientras Johannes Kaiser obtuvo 14% con propuestas aún más radicales que Kast desde su posición libertaria como congresista y exprovocador de YouTube. - Contenido Patrocinado - Derecha unifica respaldos La coalición centroderechista tradicional de Chile aterrizó en quinto lugar, con la candidata del establishment Evelyn Matthei ganando 12.5% de los votos totales. No toda la derecha dividida garantiza su voto para Kast, pues varios electores de Kaiser y Matthei entrevistados en centros de votación el domingo rechazaron apoyar los valores cristianos profundamente conservadores del abogado ultraderechista, incluyendo miembros de la comunidad LGBTQ y mujeres ateas. Sin embargo, resulta improbable que votantes respaldando planes de Kaiser para deportar migrantes indocumentados a prisiones en El Salvador apoyen a un miembro vitalicio del Partido Comunista chileno. Matthei corrió a la sede del partido de Kast tras conocer los resultados electorales el domingo en la noche para profesar su respaldo al rival derechista, afirmando que «Chile necesita un cambio agudo de dirección» mientras Kaiser prometió asegurar una doctrina sólida y defensa de libertad. La región muestra una tendencia derechista impulsada por dificultades económicas y ferviente sentimiento antiestablecimiento que alimentan un gradual giro del péndulo alejándose de líderes izquierdistas ascendentes hace pocos años. En Argentina, el presidente libertario radical Javier Milei recortó dramáticamente el gasto público desde 2023, mientras elecciones en Ecuador, El Salvador, Panamá y Bolivia mantuvieron o llevaron líderes derechistas al poder ante el descontento por crisis monetarias y promesas sociales incumplidas en toda América Latina. - Contenido Patrocinado - Contenido Cerrar Conservadores dominan primera vuelta Derecha unifica respaldos Últimas Publicaciones Puno Represa San Fernando avanza sin apoyo de congresistas de Puno en Comisión Agraria Puno Comité de Salvaguarda emitirá pronunciamiento contra difamación de danzas altiplánicas San Román Municipalidad de San Román: No reconoce deuda de 90,000 soles por combustible entregados a patrulleros de serenazgo Puno Fiestas navideñas 2025: municipio define plan y lugar para Wawa Q’atu Puno Película peruana gratuita sobre violencia de género se proyectará en los próximos días Pachamama Radio | Carlos Roque Artículo anterior Congresistas por navidad se llevarán S/ 46.900 en plena crisis de austeridad Artículo siguiente Sindicato rechaza designación de gerente inhabilitado EsSalud Puno 🎙️ Pachamama Radio Síguenos en redes FB Oficial FB Radio X TikTok YouTube LinkedIn WhatsApp Telegram Messenger G News Contenido relacionado Internacional Zelensky enfrenta presión por escándalo de corrupción que amenaza su gobierno en plena guerra Internacional Militares brasileños condenados a 24 años por intento de golpe Internacional COP30: líderes indígenas exigen acciones climáticas en Belem Internacional Sacerdote puneño Luis Zambrano recibe Premio Romero en Austria Internacional COP30: Estados Unidos ausente en cumbre climática de Brasil Internacional COP30 inicia en Brasil con llamado urgente contra calentamiento",2025-11-20T21:10:58.709929,2025-11-17T00:00:00,2025-11-21T12:05:46.677134,Pachamama Radio,11345,https://pachamamaradio.org/wp-content/uploads/2025/11/Chile-definira-presidencia-DF.avif,864,"Chile presidencia avanza a una segunda vuelta polarizada, muestra un país dividido por debates sobre seguridad…",,Chile definirá presidencia entre la ultraderecha e izquierda oficial,https://pachamamaradio.org/chile-definira-presidencia-entre-ultraderecha-e-izquierda/
